timestamp,target_yaw_angle,current_yaw_angle
17862050,30000,30000
17872050,30000,30000
17882050,30000,30000
17892050,30000,30000
17902050,30000,30000
17912050,30000,30000
17922050,30000,30000
17932050,30000,30000
17942050,30000,30000
17952050,30000,30000
17962050,30000,30000
17972050,30000,30000
17982050,30000,30000
17992050,30000,30000
18002050,30000,30000
18012050,30000,30000
18022050,30000,30000
18032050,30000,30000
18042050,30000,30000
18052050,30000,30000
18062050,30000,30000
18072050,30000,30000
18082050,30000,30001
18092050,30000,30000
18102050,30000,30000
18112050,30000,30000
18122050,30000,30000
18132050,30000,30000
18142050,30000,30000
18152050,30000,30000
18162050,30000,30000
18172050,30000,30001
18182050,30000,30000
18192050,30000,30000
18202050,30000,30000
18212050,30000,30000
18222050,30000,30000
18232050,30000,30000
18242050,30000,30000
18252050,30000,30000
18262050,30000,30001
18272050,30000,30000
18282050,30000,30000
18292050,30000,30001
18302050,30000,30000
18312050,30000,30000
18322050,30000,30000
18332050,30000,30000
18342050,30000,30000
18352050,30000,30001
18362050,30000,30000
18372050,30000,30000
18382050,30000,30001
18392050,30000,30000
18402050,30000,30000
18412050,30000,30000
18422050,30000,30000
18432050,30000,30000
18442050,30000,30001
18452050,30000,30000
18462050,30000,30000
18472050,30000,30000
18482050,30000,30000
18492050,30000,30000
18502050,30000,30000
18512050,30000,30000
18522050,30000,30000
18532050,30000,30001
18542050,30000,30000
18552050,30000,30000
18562050,30000,30000
18572050,30000,30000
18582050,30000,30000
18592050,30000,30000
18602050,30000,30000
18612050,30000,30000
18622050,30000,30000
18632050,30000,30000
18642050,30000,30000
18652050,30000,30000
18662050,30000,30000
18672050,30000,30000
18682050,30000,30000
18692050,30000,30000
18703050,30000,30000
18712050,30000,30001
18722050,30000,30000
18732050,30000,30000
18742050,30000,30001
18752050,30000,30000
18762050,30000,30000
18772050,30000,30000
18782050,30000,30000
18792050,30000,30000
18802050,30000,30000
18812050,30000,30000
18822050,30000,30001
18832050,30000,30000
18842050,30000,30000
18852050,30000,30000
18862050,30000,30000
18872050,30000,30000
18882050,30000,30000
18892050,30000,30000
18902050,30000,30000
18912050,30000,30000
18922050,30000,30000
18932050,30000,30000
18942050,30000,30000
18952050,30000,30000
18962050,30000,30000
18972050,30000,30000
18982050,30000,30000
18994050,60886,30000
19003050,60886,30131
19012050,60886,30488
19022050,60886,30929
19032050,60886,31362
19042050,60886,31801
19052050,60886,32216
19062050,60886,32624
19072050,60886,33023
19082050,60886,33431
19092050,60886,33846
19102050,60886,34271
19112050,60886,34699
19122050,60886,35132
19132050,60886,35567
19142050,60886,36004
19152050,60886,36410
19162050,60886,36808
19172050,60886,37212
19182050,60886,37611
19192050,60886,38039
19202050,60886,38451
19212050,60886,38888
19222050,60886,39318
19232050,60886,39762
19242050,60886,40185
19252050,60886,40595
19262050,60886,40997
19272050,60886,41391
19282050,60886,41808
19292050,60886,42215
19302050,60886,42641
19312050,60886,43059
19322050,60886,43496
19332050,60886,43930
19342050,60886,44359
19352050,60886,44753
19362050,60886,45160
19372050,60886,45551
19382050,60886,45967
19392050,60886,46386
19402050,60886,46816
19412050,60886,47251
19422050,60886,47684
19432050,60886,48127
19442050,60886,48538
19452050,60886,48946
19462050,60886,49345
19472050,60886,49745
19482050,60886,50159
19492050,60886,50575
19502050,60886,51000
19512050,60886,51425
19522050,60886,51857
19532050,60886,52294
19542050,60886,52710
19552050,60886,53109
19562050,60886,53512
19572050,60886,53908
19582050,60886,54333
19592050,60886,54749
19602050,60886,55181
19612050,60886,55611
19622050,60886,56053
19632050,60886,56483
19642050,60886,56893
19652050,60886,57298
19662050,60886,57692
19672050,60886,58107
19682050,60886,58518
19692050,60886,58944
19702050,60886,59363
19712050,60886,59795
19722050,60886,60229
19732050,60886,60666
19742050,60886,61059
19752050,60886,61461
19762050,60886,61861
19772050,60886,62266
19782050,60886,62674
19792050,60886,62918
19802050,60886,62872
19812050,60886,62525
19822050,60886,62083
19832050,60886,61686
19842050,60886,61279
19852050,60886,60953
19862050,60886,60835
19872050,60886,60867
19882050,60886,60912
19892050,60886,60912
19902050,60886,60906
19912050,60886,60909
19922050,60886,60907
19932050,60886,60907
19942050,60886,60906
19952050,60886,60906
19962050,60886,60906
19972050,60886,60906
19982050,60886,60905
19992050,60886,60904
20002050,60886,60904
20012050,60886,60903
20022050,60886,60903
20032050,60886,60903
20042050,60886,60902
20052050,60886,60901
20062050,60886,60901
20072050,60886,60900
20082050,60886,60898
20092050,60886,60896
20102050,60886,60894
20112050,60886,60894
20122050,60886,60893
20132050,60886,60891
20142050,60886,60890
20152050,60886,60889
20162050,60886,60888
20172050,60886,60888
20182050,60886,60887
20192050,60886,60887
20202050,60886,60887
20212050,60886,60887
20222050,60886,60886
20232050,60886,60887
20242050,60886,60887
20252050,60886,60887
20262050,60886,60886
20272050,60886,60886
20282050,60886,60886
20292050,60886,60886
20302050,60886,60886
20312050,60886,60885
20322050,60886,60885
20332050,60886,60884
20342050,60886,60885
20352050,60886,60885
20362050,60886,60885
20372050,60886,60884
20382050,60886,60884
20392050,60886,60884
20402050,60886,60884
20412050,60886,60884
20422050,60886,60884
20432050,60886,60884
20442050,60886,60885
20452050,60886,60884
20462050,60886,60885
20472050,60886,60884
20482050,60886,60885
20492050,60886,60885
20502050,60886,60884
20512050,60886,60884
20522050,60886,60885
20532050,60886,60884
20542050,60886,60885
20552050,60886,60885
20562050,60886,60884
20572050,60886,60884
20582050,60886,60884
20592050,60886,60884
20602050,60886,60884
20612050,60886,60885
20622050,60886,60885
20632050,60886,60885
20642050,60886,60884
20652050,60886,60885
20662050,60886,60884
20672050,60886,60884
20682050,60886,60885
20692050,60886,60884
20702050,60886,60885
20712050,60886,60885
20722050,60886,60885
20732050,60886,60885
20742050,60886,60885
20752050,60886,60884
20762050,60886,60885
20772050,60886,60884
20782050,60886,60885
20792050,60886,60884
20802050,60886,60885
20812050,60886,60885
20822050,60886,60885
20832050,60886,60885
20842050,60886,60885
20852050,60886,60885
20862050,60886,60885
20872050,60886,60885
20882050,60886,60885
20892050,60886,60885
20902050,60886,60885
20912050,60886,60885
20922050,60886,60885
20932050,60886,60885
20942050,60886,60885
20952050,60886,60885
20962050,60886,60885
20972050,60886,60885
20982050,60886,60885
20992050,60886,60885
21002050,60886,60885
21012050,60886,60885
21022050,60886,60885
21032050,60886,60885
21042050,60886,60885
21052050,60886,60885
21062050,60886,60885
21072050,60886,60885
21082050,60886,60885
21092050,60886,60885
21102050,60886,60885
21112050,60886,60885
21122050,60886,60885
21132050,60886,60885
21142050,60886,60885
21152050,60886,60885
21162050,60886,60885
21172050,60886,60885
21182050,60886,60886
21192050,60886,60885
21202050,60886,60885
21212050,60886,60885
21222050,60886,60885
21232050,60886,60885
21242050,60886,60885
21252050,60886,60885
21262050,60886,60885
21272050,60886,60885
21282050,60886,60885
21292050,60886,60886
21302050,60886,60885
21312050,60886,60885
21322050,60886,60885
21332050,60886,60885
21342050,60886,60885
21352050,60886,60885
21362050,60886,60885
21372050,60886,60886
21382050,60886,60885
21392050,60886,60885
21402050,60886,60886
21412050,60886,60885
21422050,60886,60886
21432050,60886,60885
21442050,60886,60886
21452050,60886,60885
21462050,60886,60886
21472050,60886,60886
21482050,60886,60886
21492050,60886,60885
21502050,60886,60885
21512050,60886,60886
21522050,60886,60886
21532050,60886,60885
21542050,60886,60886
21552050,60886,60886
21562050,60886,60886
21572050,60886,60886
21582050,60886,60885
21592050,60886,60886
21602050,60886,60886
21612050,60886,60885
21622050,60886,60886
21632050,60886,60886
21642050,60886,60885
21652050,60886,60885
21662050,60886,60886
21672050,60886,60886
21682050,60886,60886
21692050,60886,60885
21702050,60886,60886
21713050,60886,60886
21722050,60886,60886
21732050,60886,60886
21742050,60886,60885
21752050,60886,60886
21762050,60886,60886
21772050,60886,60886
21782050,60886,60885
21792050,60886,60886
21802050,60886,60886
21812050,60886,60885
21822050,60886,60886
21832050,60886,60885
21842050,60886,60886
21852050,60886,60886
21862050,60886,60886
21872050,60886,60886
21882050,60886,60885
21892050,60886,60886
21902050,60886,60885
21912050,60886,60886
21922050,60886,60886
21932050,60886,60886
21942050,60886,60885
21952050,60886,60886
21962050,60886,60886
21972050,60886,60886
21982050,60886,60886
21992050,60886,60886
22002050,60886,60886
22012050,60886,60886
22022050,60886,60886
22032050,60886,60886
22042050,60886,60886
22052050,60886,60885
22062050,60886,60886
22072050,60886,60886
22082050,60886,60886
22092050,60886,60886
22102050,60886,60886
22112050,60886,60885
22122050,60886,60886
22132050,60886,60886
22142050,60886,60886
22152050,60886,60886
22162050,60886,60886
22172050,60886,60886
22182050,60886,60886
22192050,60886,60886
22202050,60886,60886
22212050,60886,60886
22222050,60886,60886
22232050,60886,60886
22242050,60886,60886
22252050,60886,60886
22262050,60886,60886
22272050,60886,60885
22282050,60886,60886
22292050,60886,60886
22302050,60886,60886
22312050,60886,60886
22322050,60886,60886
22332050,60886,60885
22342050,60886,60886
22352050,60886,60886
22362050,60886,60886
22372050,60886,60886
22382050,60886,60886
22392050,60886,60886
22402050,60886,60886
22412050,60886,60886
22422050,60886,60886
22432050,60886,60886
22442050,60886,60886
22452050,60886,60886
22462050,60886,60886
22472050,60886,60886
22482050,60886,60886
22492050,60886,60886
22502050,60886,60886
22512050,60886,60886
22522050,60886,60886
22532050,60886,60886
22542050,60886,60886
22552050,60886,60886
22562050,60886,60886
22572050,60886,60886
22582050,60886,60886
22592050,60886,60886
22602050,60886,60886
22612050,60886,60886
22622050,60886,60886
22632050,60886,60886
22642050,60886,60886
22652050,60886,60886
22662050,60886,60886
22672050,60886,60886
22682050,60886,60886
22692050,60886,60886
22702050,60886,60886
22712050,60886,60886
22722050,60886,60886
22732050,60886,60886
22742050,60886,60886
22752050,60886,60886
22762050,60886,60886
22772050,60886,60886
22782050,60886,60886
22792050,60886,60886
22802050,60886,60886
22812050,60886,60886
22822050,60886,60886
22832050,60886,60886
22842050,60886,60886
22852050,60886,60885
22862050,60886,60885
22872050,60886,60886
22882050,60886,60886
22892050,60886,60886
22902050,60886,60886
22912050,60886,60886
22922050,60886,60886
22932050,60886,60886
22942050,60886,60886
22952050,60886,60886
22962050,60886,60886
22972050,60886,60885
22982050,60886,60886
22992050,60886,60885
23002050,60886,60886
23012050,60886,60886
23022050,60886,60886
23032050,60886,60885
23042050,60886,60886
23052050,60886,60886
23062050,60886,60885
23072050,60886,60886
23082050,60886,60886
23092050,60886,60886
23102050,60886,60885
23112050,60886,60886
23122050,60886,60886
23132050,60886,60886
23142050,60886,60886
23152050,60886,60886
23162050,60886,60886
23172050,60886,60886
23182050,60886,60886
23192050,60886,60886
23202050,60886,60886
23212050,60886,60886
23222050,60886,60886
23232050,60886,60886
23242050,60886,60886
23252050,60886,60886
23262050,60886,60886
23272050,60886,60886
23282050,60886,60886
23292050,60886,60886
23302050,60886,60886
23312050,60886,60886
23322050,60886,60886
23332050,60886,60886
23342050,60886,60886
23352050,60886,60886
23362050,60886,60886
23372050,60886,60886
23382050,60886,60886
23392050,60886,60886
23402050,60886,60886
23412050,60886,60886
23422050,60886,60886
23432050,60886,60886
23442050,60886,60886
23452050,60886,60886
23462050,60886,60886
23472050,60886,60886
23482050,60886,60886
23492050,60886,60886
23502050,60886,60886
23512050,60886,60886
23522050,60886,60886
23532050,60886,60886
23542050,60886,60886
23552050,60886,60886
23562050,60886,60886
23572050,60886,60886
23582050,60886,60886
23592050,60886,60886
23602050,60886,60886
23612050,60886,60886
23622050,60886,60886
23632050,60886,60886
23642050,60886,60886
23652050,60886,60886
23662050,60886,60886
23672050,60886,60886
23682050,60886,60886
23692050,60886,60886
23702050,60886,60886
23712050,60886,60886
23722050,60886,60886
23732050,60886,60886
23742050,60886,60886
23752050,60886,60886
23762050,60886,60886
23772050,60886,60886
23782050,60886,60886
23792050,60886,60886
23802050,60886,60886
23812050,60886,60886
23822050,60886,60886
23832050,60886,60886
23842050,60886,60886
23852050,60886,60886
23862050,60886,60886
23872050,60886,60886
23882050,60886,60886
23892050,60886,60886
23902050,60886,60886
23912050,60886,60886
23922050,60886,60886
23932050,60886,60886
23942050,60886,60886
23952050,60886,60886
23962050,60886,60886
23972050,60886,60886
23982050,60886,60886
23994050,30000,60886
24003050,30000,60770
24012050,30000,60435
24022050,30000,60010
24032050,30000,59583
24042050,30000,59165
24052050,30000,58743
24062050,30000,58312
24072050,30000,57887
24082050,30000,57476
24092050,30000,57078
24102050,30000,56685
24112050,30000,56273
24122050,30000,55852
24132050,30000,55415
24142050,30000,54992
24152050,30000,54559
24162050,30000,54133
24172050,30000,53709
24182050,30000,53315
24192050,30000,52903
24202050,30000,52523
24212050,30000,52096
24222050,30000,51675
24232050,30000,51244
24242050,30000,50831
24252050,30000,50401
24262050,30000,49980
24272050,30000,49554
24282050,30000,49153
24292050,30000,48751
24302050,30000,48355
24312050,30000,47939
24322050,30000,47506
24332050,30000,47083
24342050,30000,46650
24352050,30000,46227
24362050,30000,45793
24372050,30000,45390
24382050,30000,44986
24392050,30000,44585
24402050,30000,44195
24412050,30000,43762
24422050,30000,43343
24432050,30000,42916
24442050,30000,42506
24452050,30000,42068
24462050,30000,41650
24472050,30000,41224
24482050,30000,40829
24492050,30000,40427
24502050,30000,40029
24512050,30000,39605
24522050,30000,39177
24532050,30000,38756
24542050,30000,38321
24552050,30000,37899
24562050,30000,37466
24572050,30000,37074
24582050,30000,36665
24592050,30000,36276
24602050,30000,35866
24612050,30000,35437
24622050,30000,35011
24632050,30000,34594
24642050,30000,34171
24652050,30000,33741
24662050,30000,33316
24672050,30000,32907
24682050,30000,32507
24692050,30000,32112
24702050,30000,31703
24712050,30000,31282
24723050,30000,30809
24732050,30000,30425
24742050,30000,29991
24752050,30000,29563
24762050,30000,29144
24772050,30000,28751
24782050,30000,28341
24792050,30000,28020
24802050,30000,27902
24812050,30000,28064
24822050,30000,28451
24832050,30000,28859
24842050,30000,29255
24852050,30000,29669
24862050,30000,29989
24872050,30000,30078
24882050,30000,30015
24892050,30000,29994
24902050,30000,30009
24912050,30000,30005
24922050,30000,30007
24932050,30000,30005
24942050,30000,30006
24952050,30000,30005
24962050,30000,30006
24972050,30000,30005
24982050,30000,30005
24992050,30000,30005
25002050,30000,30005
25012050,30000,30005
25022050,30000,30005
25032050,30000,30005
25042050,30000,30004
25052050,30000,30004
25062050,30000,30004
25072050,30000,30004
25082050,30000,30004
25092050,30000,30004
25102050,30000,30004
25112050,30000,30004
25122050,30000,30004
25132050,30000,30004
25142050,30000,30004
25152050,30000,30003
25162050,30000,30003
25172050,30000,30003
25182050,30000,30003
25192050,30000,30003
25202050,30000,30002
25212050,30000,30002
25222050,30000,30001
25232050,30000,30001
25242050,30000,30001
25252050,30000,30001
25262050,30000,30001
25272050,30000,30001
25282050,30000,30001
25292050,30000,30001
25302050,30000,30001
25312050,30000,30001
25322050,30000,30001
25332050,30000,30001
25342050,30000,30001
25352050,30000,30001
25362050,30000,30001
25372050,30000,30001
25382050,30000,30001
25392050,30000,30001
25402050,30000,30001
25412050,30000,30001
25422050,30000,30001
25432050,30000,30001
25442050,30000,30001
25452050,30000,30001
25462050,30000,30001
25472050,30000,30001
25482050,30000,30000
25492050,30000,30000
25502050,30000,30000
25512050,30000,30001
25522050,30000,30001
25532050,30000,30001
25542050,30000,30001
25552050,30000,30001
25562050,30000,30001
25572050,30000,30000
25582050,30000,30001
25592050,30000,30000
25602050,30000,30000
25612050,30000,30000
25622050,30000,30000
25632050,30000,30000
